ElectionDate,OfficeCode(Text),DistrictCode(Text),StatusCode,CountyCode,CountyName,OfficeDescription,PartyOrder,PartyName,PartyDescription,CandidateID,CandidateLastName,CandidateFirstName,CandidateMiddleName,CandidateFormerName,CandidateVotes,WriteIn(W)/Uncommitted(Z),Recount(*),Nominated(N)/Elected(E)
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,4.00,ALPENA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,7480,,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,5025,,,E
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,163,,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,91,,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,93,,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,48,,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,5.00,ANTRIM,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,3881,,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,2631,,,E
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,99,,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,65,,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,53,,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,28,,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,1,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,6.00,ARENAC,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,1789,,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,1356,,,E
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,37,,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,25,,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,21,,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,9,,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,7.00,BARAGA,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,15573,,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,10272,,,E
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,495,,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,237,,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,199,,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,81,,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,1,W,,
11/6/2018,2,0,0,8.00,BARRY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,21847,,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,23159,,,E
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,661,,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,373,,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,359,,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,132,,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519061,Penny,Chaneika,Ranell,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519125,Rowley,Francis,L.,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519108,Sanders,Robin,Lee,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518032,Space,Evan,,,0,W,,
11/6/2018,2,0,0,9.00,BAY,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519050,Williams,John,Arthur,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,1,REP,Republican,518265,Schuette,Bill,,,4963,,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,2,DEM,Democratic,518014,Whitmer,Gretchen,,,4551,,,E
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,3,LIB,Libertarian,518191,Gelineau,Bill,,,131,,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,4,UST,US Taxpayers,517245,Schleiger,Todd,,,61,,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,5,GRN,Green,518257,Kurland,Jennifer,V.,,62,,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,6,NLP,Natural Law,518372,Butkovich,Keith,,,25,,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519151,Brown,Angelo,Scott,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518952,Burney,Patrick,O'Neal,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518016,Cobbs,William,,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519046,Hall,Raymond,A.,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519129,Herman,Lance,,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,518238,"Hutchinson, Jr.",Larry,James,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,519141,Lester,Henry,Joseph,,0,W,,
11/6/2018,2,0,0,10.00,BENZIE,Governor 4 Year Term (1) Position,8,NPA,No  Affiliation,517093,Lynch,Clyde,,,0,W,,
